,TOP0_name,TOP0_role,TOP0_champion,TOP0_winrate,TOP0_wins,TOP0_losses,JGL0_name,JGL0_role,JGL0_champion,JGL0_winrate,JGL0_wins,JGL0_losses,MID0_name,MID0_role,MID0_champion,MID0_winrate,MID0_wins,MID0_losses,ADC0_name,ADC0_role,ADC0_champion,ADC0_winrate,ADC0_wins,ADC0_losses,SUP0_name,SUP0_role,SUP0_champion,SUP0_winrate,SUP0_wins,SUP0_losses,TOP1_name,TOP1_role,TOP1_champion,TOP1_winrate,TOP1_wins,TOP1_losses,JGL1_name,JGL1_role,JGL1_champion,JGL1_winrate,JGL1_wins,JGL1_losses,MID1_name,MID1_role,MID1_champion,MID1_winrate,MID1_wins,MID1_losses,ADC1_name,ADC1_role,ADC1_champion,ADC1_winrate,ADC1_wins,ADC1_losses,SUP1_name,SUP1_role,SUP1_champion,SUP1_winrate,SUP1_wins,SUP1_losses
EUW1_6123696460,Axiyss le bg,TOP,Gwen,0.6666666666666666,2,1,l vs ALL,JGL,Graves,0.5384615384615384,21,18,SupermanVJ,MID,Ekko,0.5337423312883436,174,152,DangNaGui,ADC,Ezreal,0.7317073170731707,30,11,Chen Wen Lin,SUP,Bard,0.5426356589147286,140,118,Hypercurry Kayle,TOP,Sion,-1.0,-1,-1,swart gevaar,JGL,Volibear,-1.0,-1,-1,FaZe DDog,MID,Ahri,0.5,5,5,yeahdude,ADC,Caitlyn,0.5,8,8,Fioga,SUP,Soraka,0.4663677130044843,104,119
EUW1_6140591597,LeeDoodeNigenz,TOP,Fiora,0.5,1,1,pronn123,JGL,Rammus,0.0,0,2,Fergüsan,MID,Ahri,-1.0,-1,-1,KC Muddermulle,ADC,Caitlyn,0.5833333333333334,7,5,Kazord,SUP,Veigar,0.6578947368421053,25,13,DaddysDuck,TOP,KSante,-1.0,-1,-1,Shouko Komi,JGL,Shyvana,-1.0,-1,-1,Sanji Diff ,MID,Irelia,-1.0,-1,-1,SkillCappedGodx,ADC,Varus,-1.0,-1,-1,Chika Fujiwara,SUP,Nami,-1.0,-1,-1
EUW1_6139517339,SchweinBein,TOP,Renekton,0.5,1,1,Milfshvke,JGL,XinZhao,0.65,13,7,KC Dragihop,MID,Vayne,0.5,14,14,Kim Shockz,ADC,Caitlyn,0.5172413793103449,15,14,Swift Jinx,SUP,Karma,0.3157894736842105,6,13,simged,TOP,Illaoi,0.36363636363636365,8,14,zGuaxii,JGL,Graves,0.2,1,4,Jonas300,MID,Sylas,0.4838709677419355,15,16,sA Divyz,ADC,Tristana,0.45454545454545453,20,24,KC Weazer,SUP,Leona,0.5483870967741935,51,42
EUW1_6124243386,OrageDemon,TOP,Yone,0.578125,74,54,Witty Fawn,JGL,Lillia,0.5146198830409356,88,83,Blue Eyes Drag0N,MID,AurelionSol,0.5020325203252033,247,245,kijke je wukong,ADC,Veigar,0.5192307692307693,27,25,kijke je tankk,SUP,Lux,0.625,15,9,joan2424c,TOP,Fiora,0.6,12,8,EltenWhen,JGL,Nocturne,0.4,4,6,Spencer Reıd,MID,Sylas,0.5769230769230769,15,11,REAL GLADIATOR,ADC,Draven,0.5462794918330308,301,250,sanhudalada,SUP,Soraka,0.5251396648044693,94,85
EUW1_6117497140,Lezerb,TOP,Yorick,0.6666666666666666,2,1,P0SSIBLE,JGL,Elise,0.36363636363636365,4,7,SCF Ionas,MID,Taliyah,0.5,8,8,IIMORAX,ADC,Tristana,0.25,2,6,CinGong,SUP,Pyke,0.5,2,2,tempppciwjyromzw,TOP,Renekton,0.5970149253731343,40,27,FlackoUhh,JGL,Lillia,0.5345622119815668,116,101,give me ur blood,MID,Yone,0.5853658536585366,24,17,Felix Ostereimer,ADC,Caitlyn,0.5412234042553191,407,345,Kraider Téi,SUP,Morgana,0.8571428571428571,6,1
EUW1_6140068982,Romcool,TOP,Camille,0.5,1,1,ZAAWARDO,JGL,Udyr,0.5,22,22,SirTingle,MID,Yone,0.4583333333333333,33,39,Upercut Ulricke,ADC,Ashe,-1.0,-1,-1,DeluxeReavnge1,SUP,Janna,0.6666666666666666,12,6,TurtleTurtoise,TOP,Fiora,0.5769230769230769,30,22,εua,JGL,Kindred,0.6296296296296297,17,10,OGRE UNCHAINED,MID,Fizz,0.4588235294117647,39,46,SexNGunNWhiskey,ADC,Vayne,0.5555555555555556,60,48,Upsy2Dark,SUP,Rakan,0.5445205479452054,159,133
EUW1_6111233047,la019500,TOP,Sett,0.59375,57,39,kingling100,JGL,Nocturne,0.5662921348314607,252,193,Goraniix,MID,Ezreal,0.527027027027027,39,35,Elucydator,ADC,Aphelios,0.25,2,6,InpatientMenace,SUP,Syndra,-1.0,-1,-1,Kirdlayalina,TOP,Irelia,0.6923076923076923,9,4,loma usyk,JGL,Kayn,0.5226860254083484,576,526,Rhak93,MID,Heimerdinger,0.5534883720930233,714,576,Ni Bu Xing Di Di,ADC,Vayne,0.525,63,57,täliyah al ghul,SUP,Taliyah,0.6,162,108
EUW1_6094862439,RufoVNZLA,TOP,Gragas,0.0,0,1,Sôôthsayer,JGL,MonkeyKing,0.48936170212765956,69,72,EGOLD,MID,Corki,0.5555555555555556,5,4,Vildeviggo,ADC,Varus,0.42857142857142855,3,4,Gonbaru,SUP,Sona,0.0,0,1,AdamSkí,TOP,Nasus,0.6666666666666666,2,1,yooobuddyyy,JGL,MasterYi,0.5623342175066313,212,165,lepetitmattos,MID,Vex,0.3333333333333333,1,2,liekkikotka,ADC,Caitlyn,0.5277777777777778,19,17,Septorius,SUP,Zyra,0.5751633986928104,88,65
EUW1_6109804986,23rdmarch,TOP,Nasus,0.6666666666666666,2,1,H3gg,JGL,Volibear,0.5203045685279187,205,189,Phenneming,MID,Sylas,0.5,11,11,Miaji,ADC,Ezreal,0.5576923076923077,29,23,SeraChan UwU,SUP,Seraphine,0.532258064516129,33,29,POF Lee,TOP,Fiora,0.5289672544080605,210,187,boiscolone,JGL,Qiyana,0.4,4,6,dominant spiller,MID,Vladimir,0.0,0,2,qobi,ADC,MissFortune,0.5833333333333334,7,5,ChilliWonker,SUP,Rakan,0.5154185022026432,117,110
EUW1_6139000216,Viru Tarastra,TOP,Fiora,0.575,69,51,GBP forTendies,JGL,Rammus,0.75,6,2,Bl0od Storm,MID,Sylas,0.5084745762711864,30,29,duoqisweakness,ADC,Jhin,0.575,23,17,Tervel,SUP,Braum,0.5215686274509804,133,122,MiniGlenn,TOP,Quinn,0.5194805194805194,40,37,p4s3r0,JGL,Skarner,0.75,6,2,biblee,MID,Orianna,0.4166666666666667,5,7,Daito,ADC,MissFortune,0.5692307692307692,37,28,DaKasesino,SUP,Morgana,0.35714285714285715,5,9
EUW1_6141589320,SniperKristian,TOP,Sion,0.35714285714285715,5,9,BIONIKOSiatrou,JGL,Graves,0.36363636363636365,4,7,Antsaaa,MID,Akali,0.6857142857142857,24,11,Deeeeeead,ADC,Kaisa,0.5,36,36,Tiquila,SUP,Pyke,0.3076923076923077,4,9,Teemo is free lp,TOP,Teemo,0.5117139334155364,415,396,Xygormai,JGL,Hecarim,0.4946236559139785,92,94,Pjero,MID,Tristana,0.3333333333333333,2,4, Reıgn,ADC,Yasuo,0.475,19,21,TéToRide,SUP,KSante,0.5,1,1
EUW1_6140818144,Whizark,TOP,Illaoi,0.5714285714285714,4,3,GODMIDPLZ,JGL,Diana,0.75,6,2,ÜnaI,MID,Leblanc,0.5,1,1,Xiao Ni Sha,ADC,Ezreal,0.5294117647058824,9,8,SasusaS,SUP,Thresh,0.5138888888888888,37,35,Zhang Huang,TOP,Urgot,0.5263157894736842,10,9,Ëto,JGL,Ekko,0.576271186440678,34,25,Cobwebb,MID,Orianna,0.47720364741641336,157,172,level50gengar,ADC,Draven,0.40229885057471265,35,52,Kodruwayn,SUP,Renata,-1.0,-1,-1
EUW1_6135041423,Nnellexanan,TOP,Garen,0.8333333333333334,5,1,Rabocop7,JGL,Teemo,0.5614754098360656,137,107,Leonzki,MID,Kassadin,0.5784313725490197,59,43,DemoraIized,ADC,Varus,0.5,6,6,FoXKnight02,SUP,Senna,0.8,8,2,E MAX ,TOP,Ryze,-1.0,-1,-1,Sorveira,JGL,Lillia,0.3333333333333333,1,2,Dublife,MID,Yone,0.2857142857142857,2,5,Qualíx,ADC,Kaisa,0.5,38,38,Dafrogga,SUP,MissFortune,-1.0,-1,-1
EUW1_6099132111,Leodor,TOP,Singed,0.5510688836104513,232,189,Arg1mport,JGL,Graves,0.48,12,13,Un Trolero,MID,Syndra,0.2857142857142857,2,5,7546825870487563,ADC,KogMaw,0.25,3,9,IceKTWT,SUP,Lulu,0.5707317073170731,117,88,DaMawnLower,TOP,Shen,0.5555555555555556,30,24,LoveYang,JGL,Khazix,0.5825242718446602,60,43,ThePolm3,MID,Velkoz,0.581267217630854,211,152,Links HQ,ADC,Tristana,0.5789473684210527,11,8,LegeBeker,SUP,Nami,0.5349344978165939,245,213
EUW1_6128330072,Cendaro,TOP,Aatrox,0.4838709677419355,15,16,Horikita S ,JGL,Viego,0.25,2,6,NeptuneZT,MID,Veigar,0.0,0,4,nininhopt,ADC,Kaisa,0.6046511627906976,26,17,Klerres,SUP,Morgana,0.5614035087719298,32,25,AttractorInChaos,TOP,Yone,0.3333333333333333,1,2,Lalegs,JGL,DrMundo,0.55,11,9,Mattmoo5,MID,Viktor,1.0,2,0,1m Jesus,ADC,Aphelios,0.46153846153846156,12,14,Miachuu,SUP,Soraka,0.42857142857142855,3,4
EUW1_6125533449,Shuntuat,TOP,Sett,0.5342465753424658,39,34,ΣΛVΩV,JGL,Graves,0.5520833333333334,53,43,ƒ of x ,MID,Vladimir,0.4444444444444444,4,5,hi im guitar,ADC,Ashe,0.5916666666666667,71,49,Pantasilenas,SUP,Anivia,0.5027322404371585,368,364,Toddg,TOP,Aatrox,0.4375,7,9,Celoshufi,JGL,Zed,0.5454545454545454,12,10,Hawton,MID,Syndra,0.5344827586206896,93,81,Kerwaerey,ADC,Draven,0.6333333333333333,19,11,MemeDude,SUP,Thresh,0.0,0,1
EUW1_6140775204,ScoopAMagerquark,TOP,KSante,-1.0,-1,-1,INTlosch,JGL,Shyvana,-1.0,-1,-1,Nasenaffe Señpai,MID,AurelionSol,-1.0,-1,-1,SevenEleven,ADC,Ashe,-1.0,-1,-1,Dua Lapip,SUP,Seraphine,-1.0,-1,-1,GlugMeister,TOP,Jax,-1.0,-1,-1,el káp,JGL,Lillia,0.0,0,2,Bertel,MID,Katarina,0.6923076923076923,9,4,Sleëp,ADC,Ezreal,0.6666666666666666,10,5,prreor,SUP,Pyke,-1.0,-1,-1
EUW1_6140630153,trust your mid,TOP,Darius,0.5416666666666666,13,11,Noonia,JGL,Elise,0.56,14,11,ΩMΞGΛTRØN,MID,Yone,0.4074074074074074,11,16,Baardock,ADC,Kalista,0.48672566371681414,55,58,Moroes,SUP,Swain,0.6,3,2,MrCleanJr,TOP,Garen,0.25,1,3,Xxx VIH xxX,JGL,Vi,0.5494505494505495,50,41,Rumpirat,MID,Sylas,0.2,1,4,Tsingtao Uzi,ADC,Kaisa,-1.0,-1,-1,Atta,SUP,Pantheon,0.2222222222222222,2,7
EUW1_6141801588,Reincarnation,TOP,Fiora,0.4090909090909091,9,13,Redxmption,JGL,Kayn,-1.0,-1,-1,reIiC,MID,Lux,0.5,1,1,broomar,ADC,Kaisa,-1.0,-1,-1,Julle med kniven,SUP,Nami,0.4835164835164835,44,47,Koldio,TOP,KSante,0.6666666666666666,2,1,WG Frazer,JGL,Graves,0.5263157894736842,10,9,Novitschok,MID,Veigar,-1.0,-1,-1,EXORZlST,ADC,Varus,0.7142857142857143,15,6,Shutehy,SUP,Pyke,0.5284552845528455,65,58
EUW1_6139442047,Zero42,TOP,Fiora,0.40625,13,19,Etrit,JGL,Elise,0.75,6,2,NoobonKeyboard,MID,Lucian,0.4666666666666667,14,16,Tzig,ADC,Jhin,0.453125,29,35,JozyJozy,SUP,Pantheon,0.6836734693877551,67,31,Skede Pede,TOP,Olaf,0.5806451612903226,18,13,Yoohsomnia,JGL,LeeSin,0.5625,9,7,lLeX,MID,Ahri,0.5454545454545454,36,30,sinnlosMVP,ADC,Tristana,0.3333333333333333,1,2,luwaki,SUP,Nautilus,0.35714285714285715,5,9
EUW1_6135180592,Balyos305,TOP,Malphite,-1.0,-1,-1,Nomega 123,JGL,Volibear,1.0,1,0,PeterzWhitezz,MID,Viktor,-1.0,-1,-1,MaisMacho,ADC,Lucian,-1.0,-1,-1,FIFI4,SUP,Nami,0.6666666666666666,4,2,PetertheHotest,TOP,Sylas,-1.0,-1,-1,SongaoNo1,JGL,Pantheon,-1.0,-1,-1,The Erton ,MID,Irelia,0.36538461538461536,19,33,Wang Daye,ADC,Jhin,0.503370786516854,224,221,Yunnan The One,SUP,Thresh,0.0,0,1
EUW1_6140158332,grim henry,TOP,Mordekaiser,0.6170212765957447,58,36,Don Capisce,JGL,XinZhao,0.4666666666666667,7,8,Brezelbox,MID,Syndra,0.3333333333333333,1,2,jhinius4444,ADC,Ezreal,0.42567567567567566,63,85,Le Zinclar ,SUP,Ashe,0.49032258064516127,76,79,A vayne child,TOP,Olaf,0.6888888888888889,31,14,Jag Glüm,JGL,Shaco,0.43333333333333335,13,17,ArchersFate,MID,Leblanc,0.5666666666666667,17,13,MassiveCalves,ADC,Caitlyn,0.35714285714285715,5,9,OG Dzejmi,SUP,Pyke,-1.0,-1,-1
EUW1_6088124229,Dipsy The Green,TOP,Illaoi,0.5185185185185185,14,13,VaccinatedVander,JGL,Nidalee,0.5274725274725275,48,43,MattiLegend222,MID,Vladimir,0.25,1,3,sonjus,ADC,Caitlyn,0.0,0,2,ApriloCnX,SUP,Sylas,0.45454545454545453,5,6,FlamerOfTzeentch,TOP,Singed,0.539568345323741,75,64,Cosmic Stone,JGL,Taliyah,0.5199742268041238,807,745,4ay blbn enjoyer,MID,Gangplank,0.49696969696969695,82,83,BÍG MØ,ADC,Kaisa,0.4336283185840708,49,64,Electroberenjena,SUP,Lulu,0.6336633663366337,64,37
EUW1_6133170309,wudideCRYSTAL,TOP,Neeko,0.25,1,3,wudideEDEN,JGL,LeeSin,0.3,3,7,Nouz25000,MID,Velkoz,0.5389221556886228,180,154,Trulsep,ADC,Kaisa,0.5376884422110553,107,92,Wunderkeule,SUP,Sona,0.5804878048780487,119,86,lanmywv,TOP,Akali,0.6190476190476191,39,24,noloson,JGL,MasterYi,0.627906976744186,27,16,Diogo Silva,MID,Katarina,0.5686274509803921,87,66,Pêrsona,ADC,Jhin,0.8,12,3,Max Lubitz,SUP,Blitzcrank,0.625,15,9
EUW1_6110932168,Snow QLF,TOP,Fiora,0.5,3,3,Blehhhhhh,JGL,Ivern,0.5054945054945055,46,45,GulldiZ,MID,Orianna,0.3333333333333333,1,2,KC Sam,ADC,Twitch,-1.0,-1,-1,Cocow69,SUP,Nautilus,-1.0,-1,-1,Shengo v4,TOP,Nasus,0.5652173913043478,13,10,Captn Krabs,JGL,JarvanIV,0.6363636363636364,14,8,HildajKr,MID,Syndra,0.5,5,5,Shinryu,ADC,Sivir,0.0,0,2,Crowη,SUP,Rakan,0.575,23,17
EUW1_6136561939,Emiel,TOP,Gangplank,0.3333333333333333,7,14,ZickZacks,JGL,Amumu,0.5384615384615384,7,6,LawIess,MID,Syndra,0.4782608695652174,11,12,HelalModus,ADC,KogMaw,0.46511627906976744,20,23,HissatsuYa,SUP,Lux,0.46747967479674796,115,131,Sushi Hide in Me,TOP,Riven,1.0,2,0,Bängspöket,JGL,Evelynn,0.68,34,16,MrHolmgren,MID,Akali,0.4,6,9,Iooks delicious,ADC,Lucian,0.5697674418604651,49,37,Maxımus,SUP,Nami,0.5,6,6
EUW1_5998438125,Bunnèh,TOP,Mordekaiser,0.2,1,4,Motionlesssexy,JGL,Volibear,0.7142857142857143,5,2,Preeks,MID,Zed,0.45,9,11,MeisterVayne HF,ADC,Vayne,0.6047197640117994,205,134,Kaïzu,SUP,Bard,0.0,0,2,tomioκa,TOP,Trundle,0.5513196480938416,188,153,animeTEAddies,JGL,LeeSin,0.75,3,1,lNozomi,MID,Malphite,0.6,3,2,Andreval,ADC,Ezreal,0.46825396825396826,59,67,pobpq,SUP,Lulu,0.5,8,8
EUW1_6141537337,yologemer45,TOP,Syndra,0.5,8,8,BrudiMarley,JGL,Volibear,0.5740740740740741,31,23,nikoDEW,MID,Renekton,0.6,3,2,vVv Rupture,ADC,Caitlyn,0.42857142857142855,6,8,TU ES CŘIŃGE,SUP,Blitzcrank,0.5609756097560976,23,18,Teemo is free lp,TOP,Teemo,0.5117139334155364,415,396,Krajkoś,JGL,Karthus,0.5,2,2,Yukíne,MID,Aatrox,0.6,3,2,ffff 15,ADC,Vayne,0.5714285714285714,8,6,Gwaeside,SUP,Leona,-1.0,-1,-1
EUW1_6141332262,Seeeeelf,TOP,Darius,1.0,1,0,Endless patience,JGL,Vi,0.549645390070922,310,254,KFCManager Yatsu,MID,Vex,0.5555555555555556,55,44,Blåmes,ADC,Ezreal,0.5555555555555556,10,8,pepeD,SUP,Yuumi,0.42424242424242425,14,19,SANTÔRYÜ,TOP,Singed,0.5855855855855856,195,138,Schnapsi,JGL,JarvanIV,0.5284090909090909,93,83,HNR TAZ,MID,Akali,0.5665024630541872,115,88,αponix ,ADC,Tristana,0.5672043010752689,211,161,Aïello,SUP,Nautilus,0.5105263157894737,97,93
EUW1_6109129435,Aríld,TOP,Darius,0.5,1,1,nanocover,JGL,Diana,0.0,0,1,Consi3,MID,Syndra,0.25,1,3,Bagger2,ADC,Xayah,0.3333333333333333,1,2,Ozzy Owns,SUP,Nautilus,-1.0,-1,-1,MobafireDotOllo,TOP,Aatrox,-1.0,-1,-1,Tornado Rotten,JGL,JarvanIV,-1.0,-1,-1,Pyraziz,MID,Zed,0.5,1,1,Lord Nagel,ADC,Veigar,0.0,0,4,League Of Lort,SUP,Swain,-1.0,-1,-1
EUW1_6133389223,blolder,TOP,Darius,0.5,4,4,illicituz,JGL,Ekko,0.6,6,4,Kapkey,MID,Kassadin,0.43478260869565216,20,26,WinterWTF,ADC,Twitch,0.4727272727272727,26,29,ΤPA Shen,SUP,Karma,0.4583333333333333,11,13,Exzell,TOP,Garen,0.532051282051282,83,73,Kyozomi,JGL,Nunu,-1.0,-1,-1,072801,MID,Seraphine,0.75,9,3,adc 712,ADC,Aphelios,0.7692307692307693,10,3,Mestre Akuma,SUP,Leona,0.5473251028806584,133,110
EUW1_6141767317,gunpa,TOP,Olaf,0.5719298245614035,163,122,1 Jgl 3 Weakside,JGL,Kindred,-1.0,-1,-1,RunFastToxicGas,MID,Ziggs,0.5764705882352941,49,36,PM Carnage,ADC,Sivir,0.4444444444444444,4,5,Zykalus,SUP,Lulu,0.4976958525345622,108,109,CEO of Zaun,TOP,Ornn,0.5,5,5,4NU5 Anthaxx,JGL,Nocturne,1.0,1,0,Łast høþe,MID,Sylas,0.48344370860927155,73,78,otpSlaWeak,ADC,Kaisa,-1.0,-1,-1,precious desire,SUP,Soraka,0.5208333333333334,50,46
EUW1_6133242821,P0GREBNIK,TOP,Mordekaiser,0.5,99,99,mavera,JGL,XinZhao,0.5714285714285714,8,6,hope or no hope,MID,Sylas,0.5638297872340425,53,41,Precióus,ADC,Ashe,0.45454545454545453,15,18,I H8 Yuumis,SUP,Heimerdinger,0.5,1,1,Cirø,TOP,Sejuani,0.4166666666666667,5,7,Newdias,JGL,MasterYi,0.5140562248995983,128,121,SHAN XINYI,MID,Katarina,0.5161290322580645,16,15,Dankeschön,ADC,Samira,0.5128205128205128,20,19,Nougatschnitte6,SUP,Nautilus,0.6666666666666666,8,4
EUW1_6138720689,LL lolish,TOP,Fiora,0.25,7,21,Seifii,JGL,Zac,0.5,3,3,IHitTheCrittoris,MID,Kassadin,0.6263736263736264,57,34,ΜΜDCCCVΙΙ,ADC,Draven,0.4857142857142857,34,36,Gcoro 77,SUP,Blitzcrank,0.0,0,3,PhsycholicLive,TOP,Shen,0.5425330812854442,287,242,diese nüsse lmao,JGL,Hecarim,0.5454545454545454,6,5,Ivrobar,MID,Varus,0.4166666666666667,5,7,MiniHuche,ADC,Samira,0.5862068965517241,51,36,Steora Starseer,SUP,Lux,0.75,24,8
EUW1_6141456637,cube318,TOP,Illaoi,0.563953488372093,97,75,DFD Tauro,JGL,Belveth,0.6527777777777778,47,25,DFD Fluwito,MID,Twitch,-1.0,-1,-1,PIONKS,ADC,Caitlyn,0.0,0,1,pilatomica,SUP,Lux,0.47641509433962265,101,111,garfo,TOP,Sion,0.589041095890411,43,30,LinkM,JGL,Kayn,0.5,7,7,Valhalla1324,MID,Katarina,0.34375,11,21,teppo,ADC,Jinx,0.5,1,1,Shijitsu,SUP,Seraphine,1.0,6,0
EUW1_6116112281,0Evangeline0,TOP,Riven,0.75,3,1,Shiradow,JGL,LeeSin,0.6666666666666666,2,1,TWLlDRATAN,MID,Tryndamere,0.45934959349593496,113,133,øRiPø,ADC,Vayne,0.75,6,2,balhabalha,SUP,Swain,0.0,0,2,CODEEX12,TOP,Sett,0.5,10,10,samsepiZ,JGL,MasterYi,-1.0,-1,-1,N0T The Clone,MID,Irelia,0.3333333333333333,1,2,ReNGoKu2,ADC,Veigar,0.0,0,1,PR Impact,SUP,Teemo,1.0,1,0
EUW1_6141259165,GigaChaadtrox420,TOP,Aatrox,0.48484848484848486,32,34,jolteon789,JGL,Khazix,0.5822784810126582,46,33,Feasmal,MID,Zed,0.5,3,3,Nucking Futs,ADC,Vex,0.5,7,7,MollyRS,SUP,Brand,0.569620253164557,90,68,Gloopy,TOP,Ornn,0.4230769230769231,11,15,Synthemo,JGL,Graves,0.38461538461538464,5,8,Kâtsukia,MID,Syndra,0.25,1,3,Axe Catchem,ADC,Jinx,0.5333333333333333,16,14,Only Peel MySelf,SUP,Janna,0.530827067669173,353,312
EUW1_6136425934,KingCarbonara,TOP,Irelia,0.3333333333333333,1,2,Znu 123,JGL,Gragas,0.47413793103448276,55,61,OnlyNeedShadow,MID,Zed,0.6326530612244898,62,36,MAKPOTPEHEP,ADC,Kaisa,0.5036764705882353,137,135,Tatuażyk1,SUP,Zilean,0.3684210526315789,7,12,Sala Karma 10EUR,TOP,Nasus,0.75,6,2,PURKEEE,JGL,Graves,0.5082872928176796,92,89,fiIhodaguida,MID,Azir,0.75,3,1,ashryver3,ADC,Sivir,0.23809523809523808,5,16,hide øn alcohol,SUP,Lulu,0.5100671140939598,76,73
EUW1_6141695018,Hamms,TOP,Ornn,0.5841584158415841,118,84,W8 OB8,JGL,Trundle,0.5384615384615384,28,24,Nexius,MID,Yasuo,0.584070796460177,66,47,GiIgamesch,ADC,Jhin,0.5424107142857143,243,205,ramir,SUP,Nami,0.5168539325842697,46,43,King Flexonidas,TOP,Fiora,0.5454545454545454,36,30,BLPA Awe,JGL,KSante,0.3333333333333333,2,4,Banned4Mobafire,MID,Syndra,-1.0,-1,-1,egzy,ADC,Varus,0.7777777777777778,14,4,numes,SUP,Xerath,0.6666666666666666,2,1
EUW1_5846432844,BardeRittersport,TOP,Swain,0.25,2,6,Cression,JGL,Rengar,0.5714285714285714,36,27,Rexpy,MID,Karma,0.5,28,28,Raketenstecker,ADC,KogMaw,0.5833333333333334,14,10,Knaller,SUP,Lulu,0.7142857142857143,15,6,JhinTopWillFlame,TOP,Jhin,0.5398496240601504,359,306,Peng Yang,JGL,Taliyah,0.48148148148148145,13,14,AHAHQZAHDZQAH,MID,Sion,0.0,0,1,Yrigenesp,ADC,Jinx,0.46153846153846156,6,7,hehesorrymybad,SUP,MissFortune,0.0,0,2
EUW1_6141586754,LordVoltage2,TOP,Aatrox,0.494949494949495,49,50,LordVoItage,JGL,Zac,0.0,0,1,ΚΛI,MID,Azir,0.4,6,9,ßêłþhëgør,ADC,Jhin,0.5263157894736842,10,9,Choubaka 13,SUP,Yuumi,-1.0,-1,-1,MEEPMEEP UR LANE,TOP,Sion,0.56,14,11,blaukluger,JGL,LeeSin,0.5882352941176471,10,7,SiIez,MID,Syndra,0.5945945945945946,44,30,Quattro Busato,ADC,Ziggs,0.5,2,2,Schon Shen,SUP,Pyke,0.6,3,2
EUW1_6067000960,I give LP xD,TOP,Vayne,0.25,1,3,Dps30,JGL,Twitch,0.5674157303370787,404,308,NOT COMING RIVER,MID,Viktor,0.5818181818181818,32,23,Suvakki,ADC,Draven,0.8,4,1,Antsu,SUP,Amumu,0.5833333333333334,7,5,DantsInfeRno,TOP,TahmKench,0.0,0,3,La Duodecima,JGL,Belveth,-1.0,-1,-1,FromcardiotoMcDo,MID,Akali,0.0,0,1,qakerzBB,ADC,Caitlyn,-1.0,-1,-1,La decimocuarta,SUP,Thresh,-1.0,-1,-1
EUW1_6141756256,Unknownhunter240,TOP,Darius,0.42105263157894735,8,11,Zaïphiom,JGL,Zac,0.5135542168674698,341,323,Truuck,MID,Xerath,0.5135135135135135,57,54,1chundnichdu,ADC,Jhin,0.6222222222222222,84,51,109 097 105,SUP,Soraka,0.4666666666666667,28,32,Comnottedwin,TOP,Mordekaiser,0.5362318840579711,74,64,LUCΙFΕR,JGL,Udyr,0.6016949152542372,71,47,Gottenx,MID,Ahri,0.5882352941176471,30,21,Powelillo,ADC,Sivir,0.5663265306122449,111,85,100yearsofchoke,SUP,Sona,0.5464333781965006,406,337
EUW1_6099387103,Astrxx,TOP,Camille,0.5454545454545454,66,55,Passiver Menis,JGL,Shyvana,0.45454545454545453,15,18,Mokkabär,MID,Malzahar,0.6666666666666666,2,1,Wilder v1,ADC,Vayne,0.5811965811965812,68,49,Riky7,SUP,Lulu,0.5217391304347826,24,22,BëtterJglWin,TOP,Yone,0.6666666666666666,2,1,Elenia,JGL,Kayn,0.5925925925925926,16,11,Hagoirbere,MID,Viktor,0.5,4,4,Jedi Yi Ai Mundi,ADC,Draven,0.5,1,1,Dr Driven,SUP,Yuumi,0.42857142857142855,12,16
EUW1_6141118577,PEW Laser PEW,TOP,Darius,0.7777777777777778,14,4,TI CHA3EL EDHAW ,JGL,Khazix,0.5,1,1,Casanovaa,MID,Sylas,0.5223880597014925,35,32,Dazulon,ADC,Draven,0.0,0,2,elguzica,SUP,Morgana,0.3333333333333333,1,2,OBElBajaTortugas,TOP,Pantheon,0.5375494071146245,136,117,Rastreadør,JGL,LeeSin,0.5,1,1,Edea is waifu,MID,Kassadin,1.0,3,0,NEVERMIND,ADC,Caitlyn,0.47368421052631576,36,40,Igdras,SUP,Swain,0.6086956521739131,28,18
EUW1_6141740332,Chífuyu,TOP,Mordekaiser,0.5833333333333334,7,5,CheerYz,JGL,Belveth,0.6349693251533742,207,119,Quanahamal,MID,Zed,0.6111111111111112,77,49,ygrjc,ADC,Ezreal,0.42857142857142855,6,8,Cra4y man,SUP,Karma,0.5619834710743802,68,53,omw dog ,TOP,Camille,0.0,0,1,Cerekko,JGL,Ekko,0.5657894736842105,86,66,Zhakitojo,MID,Syndra,0.45454545454545453,15,18,Cytronic,ADC,MissFortune,0.4,4,6,Thangkas,SUP,Ashe,0.5681818181818182,25,19
EUW1_6140854054,Xerxan,TOP,Lillia,0.6,12,8,ElChanclas,JGL,Graves,1.0,3,0,weasel carrys,MID,Ekko,0.544392523364486,233,195,LET ME GLIDE,ADC,Twitch,0.5714285714285714,72,54,Soft Kitten,SUP,Nami,1.0,1,0,MC montbeliard ,TOP,Garen,0.6774193548387096,21,10,Xayahouo,JGL,Elise,0.5,1,1,IceShattered,MID,Xerath,0.5,7,7,Ruelleendeli,ADC,Yasuo,0.2857142857142857,2,5,hande yener love,SUP,Lulu,0.38095238095238093,8,13
